record_id,query_id,source,title,published_at,url,doi,abstract_available,abstract_characters,decision,novelty_axes,reason,evidence_basis,full_text_status,review_status,reviewed_at,claim_ids,scientific_verification_performed
http://arxiv.org/abs/2409.08653v1,Q001-arxiv_api,arxiv_api,Payments Use Cases and Design Options for Interoperability and Funds Locking across Digital Pounds and Commercial Bank Money,2024-09-13T09:12:32Z,http://arxiv.org/abs/2409.08653v1,,true,1523,INCLUDE_FULL_TEXT,settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2408.06956v1,Q001-arxiv_api,arxiv_api,PayOff: A Regulated Central Bank Digital Currency with Private Offline Payments,2024-08-13T15:15:06Z,http://arxiv.org/abs/2408.06956v1,,true,1690,INCLUDE_FULL_TEXT,policy_limits;privacy;settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2006.05892v1,Q001-arxiv_api,arxiv_api,Privacy by Design in Value-Exchange Systems,2020-06-10T15:25:43Z,http://arxiv.org/abs/2006.05892v1,,true,200,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2306.10200v1,Q001-arxiv_api,arxiv_api,Privacy-Enhancing Technologies for Financial Data Sharing,2023-06-16T22:35:08Z,http://arxiv.org/abs/2306.10200v1,,true,1357,INCLUDE_FULL_TEXT,privacy;settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2507.09067v2,Q001-arxiv_api,arxiv_api,Quantum-Resilient Privacy Ledger (QRPL): A Sovereign Digital Currency for the Post-Quantum Era,2025-07-11T23:02:45Z,http://arxiv.org/abs/2507.09067v2,,true,1246,PRIORITY_FULL_TEXT,privacy;qualification;resilience_scale,Multiple C001 assurance surfaces interact and may materially narrow or defeat the claim,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2204.01535v1,Q001-arxiv_api,arxiv_api,"Retail Central Bank Digital Currencies (CBDC), Disintermediation and Financial Privacy: The Case of the Bahamian Sand Dollar",2022-04-04T14:44:04Z,http://arxiv.org/abs/2204.01535v1,,true,1213,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2108.05946v3,Q001-arxiv_api,arxiv_api,The Development of Central Bank Digital Currency in China: An Analysis,2021-08-12T19:54:32Z,http://arxiv.org/abs/2108.05946v3,,true,1880,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2312.17708v1,Q001-arxiv_api,arxiv_api,The six ways to build trust and reduce privacy concern in a Central Bank Digital Currency (CBDC),2023-12-29T17:52:13Z,http://arxiv.org/abs/2312.17708v1,,true,489,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2109.12194v2,Q001-arxiv_api,arxiv_api,Universal Payment Channels: An Interoperability Platform for Digital Currencies,2021-09-24T21:01:01Z,http://arxiv.org/abs/2109.12194v2,,true,1176,INCLUDE_FULL_TEXT,resilience_scale;settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
http://arxiv.org/abs/2603.03804v2,Q001-arxiv_api,arxiv_api,Zero-Knowledge Proof (ZKP) Authentication for Offline CBDC Payment System Using IoT Devices,2026-03-04T07:29:53Z,http://arxiv.org/abs/2603.03804v2,,true,1667,PRIORITY_FULL_TEXT,financial_integrity;privacy;qualification,Multiple C001 assurance surfaces interact and may materially narrow or defeat the claim,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.38105/spr.j0hildxtyi,Q001-crossref_rest_v1,crossref_rest_v1,AML by design: Designing a central bank digital currency to stifle money laundering,2022-8-29,https://doi.org/10.38105/spr.j0hildxtyi,10.38105/spr.j0hildxtyi,true,598,PRIORITY_FULL_TEXT,financial_integrity;privacy,Multiple C001 assurance surfaces interact and may materially narrow or defeat the claim,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1007/978-3-031-80957-6_9,Q001-crossref_rest_v1,crossref_rest_v1,Anti-Money Laundering (AML) Implications of Central Bank Digital Currencies (CBDC),2025,https://doi.org/10.1007/978-3-031-80957-6_9,10.1007/978-3-031-80957-6_9,false,0,INCLUDE_FULL_TEXT,financial_integrity,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4493875,Q001-crossref_rest_v1,crossref_rest_v1,Bank Profitability and Central Bank Digital Currency,2023,https://doi.org/10.2139/ssrn.4493875,10.2139/ssrn.4493875,true,642,EXCLUDE_GENERIC_CBDC,,"CBDC record is macroeconomic, adoption, welfare or banking-impact work without a C001 mechanism axis",TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4761233,Q001-crossref_rest_v1,crossref_rest_v1,Bank Profitability and Central Bank Digital Currency,2024,https://doi.org/10.2139/ssrn.4761233,10.2139/ssrn.4761233,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1596/36765,Q001-crossref_rest_v1,crossref_rest_v1,Central Bank Digital Currency,2021-11,https://doi.org/10.1596/36765,10.1596/36765,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.5089/9798400238277.001.a001,Q001-crossref_rest_v1,crossref_rest_v1,Central Bank Digital Currency and Financial Inclusion,None,https://doi.org/10.5089/9798400238277.001.a001,10.5089/9798400238277.001.a001,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4686662,Q001-crossref_rest_v1,crossref_rest_v1,Central Bank Digital Currency in Azerbaijan,2024,https://doi.org/10.2139/ssrn.4686662,10.2139/ssrn.4686662,true,2098,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4251613,Q001-crossref_rest_v1,crossref_rest_v1,Central Bank Digital Currency Towards A Composable Standards-Based Implementation,2022,https://doi.org/10.2139/ssrn.4251613,10.2139/ssrn.4251613,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.3787088,Q001-crossref_rest_v1,crossref_rest_v1,Central Bank Digital Currency with Asymmetric Privacy,2021,https://doi.org/10.2139/ssrn.3787088,10.2139/ssrn.3787088,true,2236,PRIORITY_FULL_TEXT,financial_integrity;privacy;resilience_scale,Multiple C001 assurance surfaces interact and may materially narrow or defeat the claim,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4792946,Q001-crossref_rest_v1,crossref_rest_v1,"Central Bank Digital Currency, Privacy, and Welfare",2024,https://doi.org/10.2139/ssrn.4792946,10.2139/ssrn.4792946,true,1009,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.5089/9798400286995.063,Q001-crossref_rest_v1,crossref_rest_v1,Cyber Resilience of the Central Bank Digital Currency Ecosystem,2024-8,https://doi.org/10.5089/9798400286995.063,10.5089/9798400286995.063,true,880,INCLUDE_FULL_TEXT,resilience_scale,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1007/978-3-031-44738-9_8,Q001-crossref_rest_v1,crossref_rest_v1,Economic Implications of Central Bank Digital Currency,2023,https://doi.org/10.1007/978-3-031-44738-9_8,10.1007/978-3-031-44738-9_8,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.3965050,Q001-crossref_rest_v1,crossref_rest_v1,How to issue a privacy-preserving central bank digital currency,2021,https://doi.org/10.2139/ssrn.3965050,10.2139/ssrn.3965050,true,569,PRIORITY_FULL_TEXT,financial_integrity;privacy,Multiple C001 assurance surfaces interact and may materially narrow or defeat the claim,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.5016148,Q001-crossref_rest_v1,crossref_rest_v1,"Information, Consumer Privacy, and Central Bank Digital Currency",2024,https://doi.org/10.2139/ssrn.5016148,10.2139/ssrn.5016148,false,0,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.69554/mbdj6710,Q001-crossref_rest_v1,crossref_rest_v1,Interoperability aspects of central bank digital currency across ecosystems and borders,2023-12-1,https://doi.org/10.69554/mbdj6710,10.69554/mbdj6710,true,937,INCLUDE_FULL_TEXT,settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1596/41812,Q001-crossref_rest_v1,crossref_rest_v1,Interoperability Between Central Bank Digital Currency Systems and Fast Payment Systems: A Technical Perspective,2024-7-2,https://doi.org/10.1596/41812,10.1596/41812,false,0,INCLUDE_FULL_TEXT,settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.5220/0012308600003648,Q001-crossref_rest_v1,crossref_rest_v1,KAIME: Central Bank Digital Currency with Realistic and Modular Privacy,2024,https://doi.org/10.5220/0012308600003648,10.5220/0012308600003648,false,0,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.4394190,Q001-crossref_rest_v1,crossref_rest_v1,Money Laundering and the Privacy Design of Central Bank Digital Currency,2023,https://doi.org/10.2139/ssrn.4394190,10.2139/ssrn.4394190,true,888,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.2139/ssrn.5566398,Q001-crossref_rest_v1,crossref_rest_v1,Optimal Privacy Protection in Central Bank Digital Currency,2025,https://doi.org/10.2139/ssrn.5566398,10.2139/ssrn.5566398,false,0,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.5089/9798229030977.063.a001,Q001-crossref_rest_v1,crossref_rest_v1,Payment Resilience in Fragile and Conflict-Affected States: Lessons for Central Bank Digital Currency (CBDC),None,https://doi.org/10.5089/9798229030977.063.a001,10.5089/9798229030977.063.a001,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.3917/rfe.238.0187,Q001-crossref_rest_v1,crossref_rest_v1,Privacy and Retail Central Bank Digital Currency,2024-5-2,https://doi.org/10.3917/rfe.238.0187,10.3917/rfe.238.0187,true,1178,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.4324/9781003340454-10,Q001-crossref_rest_v1,crossref_rest_v1,"Sustainability, Public Security, and Privacy Concerns Regarding Central Bank Digital Currency (CBDC)",2023-9-27,https://doi.org/10.4324/9781003340454-10,10.4324/9781003340454-10,false,0,INCLUDE_FULL_TEXT,privacy,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1007/978-3-031-44738-9_1,Q001-crossref_rest_v1,crossref_rest_v1,Terminology and Motives for Central Bank Digital Currency,2023,https://doi.org/10.1007/978-3-031-44738-9_1,10.1007/978-3-031-44738-9_1,false,0,RETRIEVE_ABSTRACT_OR_FULL_TEXT,,CBDC anchor present but metadata lacks enough mechanism detail for a safe exclusion,TITLE_ONLY,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
10.1108/s1569-37592023000111c008,Q001-crossref_rest_v1,crossref_rest_v1,Using Central Bank Digital Currency to Achieve the Sustainable Development Goals,2023-9-28,https://doi.org/10.1108/s1569-37592023000111c008,10.1108/s1569-37592023000111c008,true,1288,EXCLUDE_NO_C001_OVERLAP,,Title/abstract concerns CBDC but does not expose a claim-matched qualification or assurance mechanism,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4410915794,Q001-openalex_works,openalex_works,A Conceptual Framework for AI-Enhanced Investment Decision-Making in Venture Capital: Unlocking Opportunities in Emerging Markets,2024-06-26,https://doi.org/10.32628/ijsrset241482,10.32628/ijsrset241482,true,2212,EXCLUDE_OUT_OF_SCOPE,resilience_scale,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4409364352,Q001-openalex_works,openalex_works,A Digital Resilience Model for Enhancing Operational Stability in Financial and Compliance-Driven Sectors,2024-01-01,https://doi.org/10.54660/ijsser.2024.3.1.365-386,10.54660/ijsser.2024.3.1.365-386,true,2346,EXCLUDE_OUT_OF_SCOPE,financial_integrity;resilience_scale,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4414396465,Q001-openalex_works,openalex_works,A Systematic Review of Security Innovations in Decentralized Finance (DeFi) Using Blockchain Technology,2025-08-26,https://doi.org/10.31449/inf.v49i33.7990,10.31449/inf.v49i33.7990,true,1615,EXCLUDE_OUT_OF_SCOPE,,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4409694962,Q001-openalex_works,openalex_works,Advances in Public-Private Partnerships for Strengthening National Financial Governance and Crisis Response Systems,2024-12-31,https://doi.org/10.62225/2583049x.2024.4.6.4101,10.62225/2583049x.2024.4.6.4101,true,2368,EXCLUDE_OUT_OF_SCOPE,,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4400154793,Q001-openalex_works,openalex_works,"Artificial Intelligence, Machine Learning and Big Data in Finance",2021-08-11,https://doi.org/10.1787/98e761e7-en,10.1787/98e761e7-en,true,735,EXCLUDE_OUT_OF_SCOPE,,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4413018996,Q001-openalex_works,openalex_works,Blockchain Based Compliance Auditing For GRC Integration in Hybrid Cloud IT Governance Frameworks,2024-10-30,https://doi.org/10.32628/cseit24113368,10.32628/cseit24113368,true,1405,EXCLUDE_OUT_OF_SCOPE,financial_integrity;qualification;resilience_scale;settlement_interoperability,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W7116343522,Q001-openalex_works,openalex_works,"Blockchain Technology: A Comprehensive Review of Architecture, Consensus Mechanisms, Security, Scalability Solutions, and Real-World Applications for Distributed Systems",2025-12-19,https://doi.org/10.36227/techrxiv.176617589.93522339/v1,10.36227/techrxiv.176617589.93522339/v1,true,2761,EXCLUDE_OUT_OF_SCOPE,privacy;resilience_scale;settlement_interoperability,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4410047170,Q001-openalex_works,openalex_works,Building Scalable Blockchain Applications: A Framework for Leveraging Solidity and AWS Lambda in Real-World Asset Tokenization,2024-12-31,https://doi.org/10.62225/2583049x.2024.4.6.4157,10.62225/2583049x.2024.4.6.4157,true,2428,EXCLUDE_OUT_OF_SCOPE,financial_integrity;qualification;resilience_scale,No CBDC or named sovereign-digital-currency anchor in title/abstract,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W7115402716,Q001-openalex_works,openalex_works,Central bank digital currencies and their implications for monetary policy and financial stability,2025-02-03,https://repozitorij.upr.si/IzpisGradiva.php?id=21074,,true,1180,EXCLUDE_GENERIC_CBDC,,"CBDC record is macroeconomic, adoption, welfare or banking-impact work without a C001 mechanism axis",TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
https://openalex.org/W4412516669,Q001-openalex_works,openalex_works,Digital Currencies and Monetary Policy: Implications for Central Banks in Africa,2021-01-01,https://doi.org/10.54660/.ijfmr.2021.2.1.346-358,10.54660/.ijfmr.2021.2.1.346-358,true,2230,INCLUDE_FULL_TEXT,settlement_interoperability,At least one C001 assurance surface is present; full-text reconciliation required,TITLE_AND_ABSTRACT,NOT_REVIEWED,AI_ASSISTED_PRIMARY_SCREEN_DRAFT,2026-08-29,C001,false
